s_arc,x,y,z,width_left,width_right,sector
1673.2882,352.4569,1511.9375,0.0000,4.2970,4.3220,1
1678.2922,357.2935,1513.2212,0.0000,4.2830,4.3270,1
1683.2966,362.1380,1514.4760,0.0000,4.2830,4.3220,1
1688.3009,366.9906,1515.6988,0.0000,4.3240,4.2860,1
1693.3045,371.8512,1516.8863,0.0000,4.3660,4.2510,1
1698.3071,376.7201,1518.0354,0.0000,4.4070,4.2160,1
1703.3083,381.5971,1519.1428,0.0000,4.4490,4.1800,1
1708.3078,386.4824,1520.2053,0.0000,4.5370,4.2900,1
1713.3055,391.3761,1521.2198,0.0000,4.6260,4.4030,1
1718.3013,396.2781,1522.1829,0.0000,4.7150,4.5160,1
1723.2952,401.1886,1523.0923,0.0000,4.8040,4.6300,1
1728.2879,406.1070,1523.9497,0.0000,4.8930,4.7430,1
1733.2797,411.0331,1524.7578,0.0000,4.8810,4.6810,1
1738.2713,415.9662,1525.5192,0.0000,4.8500,4.5840,1
1743.2629,420.9060,1526.2369,0.0000,4.8180,4.4880,1
1748.2550,425.8520,1526.9136,0.0000,4.7870,4.3920,1
1753.2477,430.8037,1527.5519,0.0000,4.7560,4.2950,1
1758.2412,435.7607,1528.1547,0.0000,4.7240,4.1990,1
1763.2357,440.7225,1528.7247,0.0000,4.6930,4.1030,1
1768.2311,445.6887,1529.2646,0.0000,4.6660,4.0300,1
1773.2276,450.6588,1529.7773,0.0000,4.6560,4.0450,1
1778.2250,455.6323,1530.2655,0.0000,4.6470,4.0590,1
1783.2233,460.6088,1530.7319,0.0000,4.6370,4.0740,1
1788.2224,465.5879,1531.1793,0.0000,4.6280,4.0880,1
1793.2222,470.5690,1531.6104,0.0000,4.6180,4.1030,1
1798.2224,475.5517,1532.0281,0.0000,4.6090,4.1170,1
1803.2229,480.5356,1532.4350,0.0000,4.5990,4.1320,1
1808.2234,485.5202,1532.8339,0.0000,4.5900,4.1460,1
1813.2238,490.5051,1533.2273,0.0000,4.5800,4.1610,1
1818.2239,495.4901,1533.6162,0.0000,4.5700,4.1750,1
1823.2239,500.4752,1534.0013,0.0000,4.5610,4.1900,1
1828.2237,505.4604,1534.3832,0.0000,4.5510,4.2050,1
1833.2233,510.4456,1534.7627,0.0000,4.5420,4.2190,1
1838.2226,515.4306,1535.1403,0.0000,4.5320,4.2340,1
1843.2218,520.4156,1535.5168,0.0000,4.5230,4.2480,1
1848.2206,525.4003,1535.8927,0.0000,4.5130,4.2630,1
1853.2193,530.3848,1536.2688,0.0000,4.5040,4.2770,1
1858.2176,535.3689,1536.6456,0.0000,4.4940,4.2920,1
1863.2158,540.3527,1537.0239,0.0000,4.4840,4.3060,1
1868.2136,545.3360,1537.4043,0.0000,4.4750,4.3210,1
1873.2111,550.3189,1537.7874,0.0000,4.4650,4.3350,1
1878.2084,555.3011,1538.1740,0.0000,4.4560,4.3500,1
1883.2053,560.2828,1538.5646,0.0000,4.4460,4.3640,1
1888.2020,565.2638,1538.9599,0.0000,4.4370,4.3790,1
1893.1983,570.2440,1539.3606,0.0000,4.4270,4.3930,1
1898.1944,575.2235,1539.7674,0.0000,4.4180,4.4080,1
1903.1901,580.2021,1540.1807,0.0000,4.4080,4.4230,1
1908.1856,585.1799,1540.6004,0.0000,4.3980,4.4370,1
1913.1809,590.1571,1541.0253,0.0000,4.3890,4.4520,1
1918.1760,595.1338,1541.4540,0.0000,4.3790,4.4660,1
1923.1711,600.1103,1541.8855,0.0000,4.3700,4.4810,1
1928.1663,605.0866,1542.3185,0.0000,4.3750,4.4760,1
1933.1615,610.0630,1542.7518,0.0000,4.3980,4.4470,2
1938.1568,615.0396,1543.1842,0.0000,4.4210,4.4190,2
1943.1524,620.0166,1543.6144,0.0000,4.4440,4.3910,2
1948.1482,624.9941,1544.0414,0.0000,4.4670,4.3630,2
1953.1444,629.9724,1544.4639,0.0000,4.4900,4.3350,2
1958.1409,634.9515,1544.8806,0.0000,4.5130,4.3070,2
1963.1380,639.9317,1545.2904,0.0000,4.5350,4.2780,2
1968.1356,644.9132,1545.6920,0.0000,4.5580,4.2500,2
1973.1338,649.8960,1546.0843,0.0000,4.5810,4.2220,2
1978.1328,654.8804,1546.4660,0.0000,4.6040,4.1940,2
1983.1327,659.8666,1546.8360,0.0000,4.6270,4.1660,2
1988.1335,664.8546,1547.1930,0.0000,4.6500,4.1380,2
1993.1353,669.8447,1547.5358,0.0000,4.6730,4.1100,2
1998.1382,674.8367,1547.8643,0.0000,4.6960,4.0810,2
2003.1417,679.8304,1548.1792,0.0000,4.7180,4.0530,2
2008.1457,684.8252,1548.4810,0.0000,4.7520,4.0520,2
2013.1498,689.8210,1548.7704,0.0000,4.8430,4.1960,2
2018.1537,694.8172,1549.0483,0.0000,4.9340,4.3410,2
2023.1572,699.8135,1549.3151,0.0000,5.0240,4.4850,2
2028.1599,704.8096,1549.5717,0.0000,5.1150,4.6290,2
2033.1615,709.8051,1549.8187,0.0000,5.2060,4.7740,2
2038.1617,714.7997,1550.0567,0.0000,5.2970,4.9180,2
2043.1602,719.7929,1550.2865,0.0000,5.3870,5.0620,2
2048.1567,724.7844,1550.5087,0.0000,5.4780,5.2070,2
2053.1508,729.7739,1550.7241,0.0000,5.5690,5.3510,2
2058.1423,734.7610,1550.9333,0.0000,5.6600,5.4950,2
2063.1307,739.7452,1551.1369,0.0000,5.7510,5.6390,2
2068.1158,744.7264,1551.3358,0.0000,5.8410,5.7840,2
2073.0972,749.7040,1551.5304,0.0000,5.9320,5.9280,2
2078.0746,754.6777,1551.7216,0.0000,6.0230,6.0720,2
2083.0478,759.6473,1551.9101,0.0000,6.1140,6.2170,2
2088.0191,764.6151,1552.0984,0.0000,6.1320,6.2890,2
2092.9934,769.5857,1552.2904,0.0000,5.8860,6.0950,2
