s_arc,x,y,z,width_left,width_right,sector
1988.6816,739.9642,-856.5315,0.0000,4.8890,4.8920,1
1993.6800,741.5314,-861.2778,0.0000,4.8920,4.8950,1
1998.6784,743.0983,-866.0243,0.0000,4.8950,4.8980,1
2003.6768,744.6650,-870.7708,0.0000,4.8960,4.9000,1
2008.6752,746.2315,-875.5174,0.0000,4.8950,4.9020,1
2013.6735,747.7977,-880.2640,0.0000,4.8940,4.9030,1
2018.6719,749.3637,-885.0107,0.0000,4.8930,4.9040,1
2023.6702,750.9295,-889.7575,0.0000,4.8930,4.9050,1
2028.6686,752.4951,-894.5043,0.0000,4.8920,4.9070,1
2033.6669,754.0605,-899.2512,0.0000,4.8910,4.9080,1
2038.6652,755.6258,-903.9981,0.0000,4.8900,4.9090,1
2043.6636,757.1908,-908.7451,0.0000,4.8890,4.9100,1
2048.6619,758.7558,-913.4921,0.0000,4.8880,4.9110,1
2053.6602,760.3206,-918.2392,0.0000,4.8870,4.9130,1
2058.6586,761.8852,-922.9863,0.0000,4.8860,4.9140,1
2063.6569,763.4498,-927.7335,0.0000,4.8850,4.9150,1
2068.6552,765.0142,-932.4807,0.0000,4.8840,4.9160,1
